*****Rover GA expirement*****
Date:2017-06-19 22:07:24.955781
Population size:40
Generation Count:30
Mutation Probability:0.2
Cross Over Probability:0.35
*****************************
Generation, ID, Max Turn Strength, Max Yaw Change per CB, Num Vision Cones, Sweep Weight Factor, Distance Weight Factor, Fitness
7, 281, 179, 81, 23, 0.104286100839, 0.411426067434, 91.3325
7, 282, 157, 86, 35, 4.60638341756, 3.2334902918, inf
7, 283, 169, 86, 35, 4.60638341756, 2.0019961254, 92.555
7, 284, 179, 81, 23, 0.104286100839, 0.411426067434, inf
7, 285, 157, 29, 35, 4.60638341756, 2.0019961254, 96.3675
7, 286, 169, 82, 41, 4.21088278246, 3.2334902918, 92.47
7, 287, 342, 86, 35, 4.21088278246, 3.2334902918, inf
7, 288, 206, 86, 35, 4.60638341756, 2.30758029814, 100.16
7, 289, 169, 78, 19, 4.21088278246, 3.2334902918, 91.45
7, 290, 169, 78, 35, 0.104286100839, 0.411426067434, 91.3075
7, 291, 206, 86, 35, 4.60638341756, 2.30758029814, 94.7425
7, 292, 169, 86, 35, 0.104286100839, 0.411426067434, 90.9675
7, 293, 157, 86, 35, 4.21088278246, 4.44419199063, inf
7, 294, 169, 86, 35, 0.104286100839, 0.411426067434, 91.275
7, 295, 360, 86, 35, 2.08225728846, 4.85172367345, inf
7, 296, 179, 81, 23, 0.104286100839, 3.2334902918, 92.76
7, 297, 150, 86, 37, 4.21088278246, 3.2334902918, 94.18
7, 298, 206, 86, 35, 0.104286100839, 0.411426067434, 91.5825
7, 299, 179, 81, 35, 0.104286100839, 0.411426067434, 91.9475
7, 300, 206, 86, 35, 4.21088278246, 3.2334902918, 92.1975
7, 301, 206, 86, 35, 4.60638341756, 4.85172367345, 92.5875
7, 302, 169, 86, 35, 4.21088278246, 3.87075146827, 90.5825
7, 303, 169, 86, 35, 0.104286100839, 0.411426067434, 91.4725
7, 304, 169, 86, 35, 0.104286100839, 0.411426067434, 90.97
7, 305, 169, 86, 35, 4.83041559229, 1.19429850248, 92.6875
7, 306, 135, 86, 35, 4.21088278246, 2.0019961254, inf
7, 307, 206, 86, 35, 4.60638341756, 2.30758029814, inf
7, 308, 179, 81, 19, 4.60638341756, 2.0019961254, 92.4875
7, 309, 169, 67, 35, 4.90796440093, 0.411426067434, inf
7, 310, 206, 86, 35, 4.21088278246, 3.2334902918, 93.36
7, 311, 157, 86, 35, 4.21088278246, 3.2334902918, 91.6525
7, 312, 169, 86, 23, 1.89897051878, 0.541287299842, inf
8, 302, 169, 86, 35, 4.21088278246, 3.87075146827, 92.07
8, 313, 169, 86, 23, 1.89897051878, 3.2334902918, 92.265
8, 314, 169, 86, 35, 4.90023127199, 3.2334902918, 91.96
8, 315, 135, 86, 35, 4.21088278246, 2.0019961254, inf
8, 316, 150, 86, 37, 4.21088278246, 0.431903981809, 95.585
8, 317, 179, 81, 23, 0.104286100839, 0.411426067434, inf
8, 318, 169, 78, 19, 4.21088278246, 3.2334902918, 92.05
8, 319, 169, 86, 35, 0.104286100839, 0.411426067434, 91.46
8, 320, 169, 86, 35, 0.104286100839, 0.411426067434, inf
8, 321, 206, 25, 35, 4.60638341756, 0.411426067434, 95.995
8, 322, 179, 81, 35, 0.104286100839, 0.411426067434, 91.5725
8, 323, 169, 86, 23, 0.104286100839, 0.411426067434, 92.3775
8, 324, 179, 81, 35, 0.104286100839, 0.632855409082, 92.0575
8, 325, 169, 78, 35, 4.90023127199, 3.2334902918, 93.17
8, 326, 169, 86, 35, 0.104286100839, 0.411426067434, inf
8, 327, 169, 86, 35, 4.21088278246, 3.87075146827, 93.25
8, 328, 206, 86, 35, 4.21088278246, 4.85172367345, 92.9725
8, 329, 169, 86, 35, 0.104286100839, 0.541287299842, 91.98
8, 330, 169, 86, 35, 2.20049392486, 2.30758029814, 92.49
8, 331, 169, 86, 35, 0.104286100839, 0.411426067434, 91.365
8, 332, 169, 78, 19, 4.21088278246, 3.2334902918, 91.1525
8, 333, 179, 81, 23, 0.104286100839, 0.411426067434, inf
8, 334, 206, 86, 35, 4.60638341756, 2.30758029814, inf
8, 335, 206, 86, 35, 0.104286100839, 0.411426067434, 90.98
8, 336, 169, 86, 35, 0.104286100839, 0.411426067434, 90.94
8, 337, 165, 81, 23, 4.21088278246, 3.2334902918, 94.085
8, 338, 169, 78, 35, 0.104286100839, 0.411426067434, 90.8775
8, 339, 179, 81, 35, 0.104286100839, 0.411426067434, 91.6575
8, 340, 179, 81, 19, 4.60638341756, 2.0019961254, inf
8, 341, 206, 86, 35, 4.60638341756, 3.2334902918, 92.1875
8, 342, 206, 86, 35, 0.109828803862, 0.411426067434, 91.9525
8, 343, 169, 86, 35, 0.104286100839, 0.411426067434, 91.1075
8, 344, 206, 86, 35, 4.21088278246, 3.2334902918, 93.7825
8, 345, 206, 86, 35, 0.104286100839, 0.411426067434, 90.975
8, 346, 206, 86, 35, 4.90023127199, 3.2334902918, 93.0425
8, 347, 169, 78, 35, 0.104286100839, 2.30758029814, 92.26
8, 348, 169, 86, 35, 4.83041559229, 1.19429850248, 92.1675
8, 349, 169, 86, 19, 4.21088278246, 3.2334902918, 92.6
8, 350, 290, 86, 35, 4.60638341756, 2.30758029814, inf
8, 351, 206, 86, 65, 4.21088278246, 3.87075146827, 92.205
9, 338, 337, 86, 35, 2.20049392486, 2.30758029814, inf
9, 352, 206, 86, 35, 0.104286100839, 0.411426067434, 91.0225
9, 353, 169, 86, 35, 0.104286100839, 0.411426067434, 96.8475
9, 354, 169, 86, 35, 0.104286100839, 3.16620634224, 93.9025
9, 355, 169, 86, 35, 4.90023127199, 3.2334902918, 95.15
9, 356, 206, 86, 35, 0.104286100839, 0.411426067434, 90.59
9, 357, 169, 78, 35, 0.104286100839, 0.411426067434, 91.455
9, 358, 169, 86, 35, 0.104286100839, 0.411426067434, 91.26
9, 359, 206, 86, 35, 0.109828803862, 0.906635487499, inf
9, 360, 169, 81, 35, 0.104286100839, 0.632855409082, 91.98
9, 361, 169, 86, 35, 2.20049392486, 2.30758029814, 91.2725
9, 362, 169, 86, 35, 0.104286100839, 0.411426067434, 91.255
9, 363, 169, 86, 35, 4.21088278246, 3.87075146827, 92.9625
9, 364, 169, 86, 35, 0.104286100839, 0.541287299842, 91.79
9, 365, 169, 78, 35, 0.104286100839, 0.411426067434, 91.6475
9, 366, 169, 78, 35, 0.104286100839, 0.411426067434, 91.295
9, 367, 169, 78, 19, 4.21088278246, 3.2334902918, 91.68
9, 368, 169, 78, 35, 0.104286100839, 0.411426067434, 91.78
